TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_CANDIDATO
Doutorado,Teoria macroeconômica e fundamentos microeconômicos,2003,Brasil,Português,Adriana Nunes Ferreira
Doutorado,"Agroindústria, emprego e renda na perspectiva da demanda efetiva",2006,Brasil,Português,Flávio Pinto Bolliger
Doutorado,Reestruturação do setor lácteo mundial: uma análise da inserção brasileira,2008,Brasil,Português,Vera Regina Ferreira Carvalho
Doutorado,"Estrutura Patrimonial e Padrão de Rentabilidade dos Bancos Privados no Brasil (1970-2008): Teoria, Evidências e Peculiaridades",2009,Brasil,Português,Giuliano Contento de Oliveira
Doutorado,Liquidez Bancária e Empréstimos de Última Instância,2010,Brasil,Português,Dante Ricardo Chianamea
Doutorado,Financiamento de Empresas Não Financeiras de Capital Aberto no Brasil: Proposição de uma Abordagem Quantílica,2010,Brasil,Português,Juliana de Paula Filleti
Doutorado,Metas de inflação numa economia pós-keynesiana,2010,Brasil,Português,André Luis Mota dos Santos
Doutorado,Competitividade e Eficiência do Sistema Financeiro Nacional: 1995-2008?,2011,Brasil,Português,Leonardo Velasco Rondon
Doutorado,Financeirização e o circuito imobiliário no Brasil,2011,Brasil,Português,Mariana de Azevedo Barreto Fix
Doutorado,Análise Sistêmica para Fenômenos Monetários,2011,Brasil,Português,Gustavo de Oliveira Aggio
Doutorado,Edificações: um segmento em transformação no ciclo de crescimento dos anos 2000,2012,Brasil,Português,Beatriz Freire Bertasso
Doutorado,Acordos de Basileia e Bancos no Brasil,2012,Brasil,Português,Gerson Luis Romantini
Doutorado,Fundos constitucionais e o financiamento do desenvolvimento via bancos públicos: uma análise da distribuição de recursos via FNE,2013,Brasil,Português,Ester William Ferreira
Doutorado,Porque a economia não é uma ciência evolucionária: uma hipótese antropológica a respeito das origens cristãs do homo economicus,2013,Brasil,Português,Manuel Ramon Souza Luz
Doutorado,Sobre o processo de convergência do sistema financeiro alemão em direção ao padrão anglo saxão: Um exercíio de economia monetária e financeira em uma abordagem de economia política,2014,Brasil,Português,Carla Cristiana Lopes Corte
Doutorado,"Bancos, ?Shadow Banks? e Moeda Endógena: Desafios à Política Monetária do Federal Reserve no Século XXI",2015,Brasil,Português,Oliva Maria Bullio Mattos
Doutorado,Escolhas alocativas e alavancagem: as transformações no sistema financeiro dos Estados Unidos e seus impactos microeconômicos,2016,Brasil,Português,Leonardo Flauzino de Souza
Doutorado,A Economia Monetária de Keynes: a moeda e o sistema financeiro a serviço da produção ou a administração financeira estata,2016,Brasil,Português,Everton Sotto Tibiriçá Rosa
Doutorado,he endogeneity of money supply: credit creation in Brazil under the Inflation Targeting Regime,2017,Brasil,Português,Fernanda Oliveira Ultremare
