TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_CANDIDATO
Mestrado,CIRCUITO IMOBILIÁRIO E A CIDADE: O ESPAÇO INTRA-URBANO DE BELÉM ENTRE ALIANÇAS DE CLASSES E DINÂMICAS DE ACUMULAÇÃO,2012,Brasil,Português,Raul da Silva Ventura Neto
Mestrado,Diferenciando o espaço e produzindo cidades: lógicas e agentes da produção do espaço urbano em Riberão Preto/SP e Londrina/PR,2014,Brasil,Português,Marlon Altavani de Abreu
Mestrado,CONTRIBUIÇÃO PARA ANÁLISE DO PROGRAMA MINHA CASA MINHA VIDA: UM ESTUDO DO PROGRAMA EM SÃO JOSÉ DO RIO PRETO,2015,Brasil,Português,"CARLOS ALBERTO PENHA FILHO,"
Mestrado,Largo da Batata: transformações e resistências,2015,Brasil,Português,Daniel Ávila Caldeira
Mestrado,Direito e financiamento: as transformações regulatórias na passagem do sistema financeiro de habitação para o sistema financeiro imobiliário,2015,Brasil,Português,Aline Viotto Gomes
Mestrado,"Porto Maravilha: agentes, coalizões de poder e neoliberalização no Rio de Janeiro",2016,Brasil,Português,Mariana da Gama e Silva Werneck
Mestrado,Habitação Social no Brasil e no México: notas sobre Transformações nas Políticas e na Produção de Mercado da Moradia,2016,Brasil,Português,Higor Rafael de Souza Carvalho
Mestrado,O capital financeiro imobiliário no Brasil: o caso da Operação Urbana Consorciada Porto Maravilha,2016,Brasil,Português,Thiago Araujo do Pinho
Mestrado,PRODUÇÃO IMOBILIÁRIA SOB DOMINÂNCIA DO CAPITAL FINANCEIRO: tendências e contradições,2016,Brasil,Português,Fausto Breda
Mestrado,The transformation of the construction sector in South Africa since apartheid: social inequality and labour,2014,Brasil,Português,Edward Cottle
Mestrado,Avanços e limites das políticas de desenvolvimento urbano no Brasil (1988-2013),2014,Brasil,Português,Raphael Brito Faustino
