TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_CANDIDATO
Doutorado,Inovação e Desigualdade no Desenvolvimento da Agricultura Paulista,1999,Brasil,Português,Denise Chabaribery
Doutorado,Evolução das Ocupações Não-Agrícolas no Meio Rural Brasileiro - 1981-1995,1999,Brasil,Português,Mauro Eduardo Del Grossi
Doutorado,Desigualdade e Pobreza no México: São Inevitáveis?,1998,Brasil,Português,Genaro Aguilar Gutierrez
Doutorado,A Relação entre a Habilidade Viso-Pictórica e o Domínio de Conceitos Estatísticos na Leitura de Gráficos,2002,Brasil,Português,Irene Maurício Cazorla
Doutorado,Participação das Aposentadorias e Pensões na Desigualdade da Distribuição da Renda no Brasil no Período de 1981 a 2001,2003,Brasil,Português,Carlos Roberto Ferreira
Doutorado,Campinas e seus rurais,2006,Brasil,Português,Luzia Alice Conejo Guedes Pinto
Doutorado,Espacialização de Classes no Brasil: uma nova dimensão para análise da estrutura social,2006,Brasil,Português,Alexandre Gori Maia
Doutorado,Mulheres migrantes: senhoras de seu destino? Uma análise da migração interna feminina no Brasil: 1981/1991,2009,Brasil,Português,Maria de Fátima Guedes Chaves
Doutorado,Mulher e Trabalho no brasil dos Anos 90.,2004,Brasil,Português,Adriana Strasburg de Camargo Andrade
Doutorado,Sistema Previdenciário Brasileiro: aspectos macroeconômicos e distribuitivos,2005,Brasil,Português,Edric Martins Ueda
Doutorado,Relações de Trabalho na Agricultura Paulista no Período recente,2007,Brasil,Português,José Marangoni Camargo
Doutorado,Diferenças salariais entre os gêneros no setor público: evolução e principais determinantes,2010,Brasil,Português,Daniela Verzola Vaz
Doutorado,"Entre o prover, o cuidar e p trabalhar: participação de mulheres unidas no provimento doméstico e seus reflexos na organização familiar.",2012,Brasil,Português,Carla Sabrina Favaro
Doutorado,Pobreza Multidimensional no Brasil rural e urbano,2017,Brasil,Português,Adriana Stankiewicz Serra
Doutorado,As escalas de experiência de insegurança alimentar como perspectiva da pobreza em Brasil,2017,Brasil,Português,Juan Ernesto Osvaldo Sepúlveda Alonso
