TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_CANDIDATO
Mestrado,Distâncias de Transposição entre Genomas,2005,Brasil,Português,Vinicius José Fortuna
Mestrado,Um Consenso Completamente Resolvido entre Árvores Filogenéticas Completamente Resolvidas,2005,Brasil,Português,José Augusto Amgarten Quitzau
Mestrado,Um Algoritmo para o Problema da Ordenação por Transposições,2004,Brasil,Português,Lorena Schiavon Nunes Soares
Mestrado,Comparação Algébrica de Genomas: o Caso da Distância de Reversão,2007,Brasil,Português,André Atanasio Maranhão Almeida
Mestrado,Modelos Computacionais para o Escalonamento de Tarefas em Redes de Dutos,2008,Brasil,Português,André Augusto Ciré
Mestrado,Construção de Filogenias Baseadas em Genomas Completos,2010,Brasil,Português,Karina Zupo de Oliveira
Mestrado,Experimentos em Reconstrução de Árvores Filogenéticas com a Operação de Rearranjo de Genomas Single-Cut-or-Join,2012,Brasil,Português,Priscila do Nascimento Biller
Mestrado,Um Algoritmo Algébrico para o Problema da Distância de Transposição em Rearranjo de Genomas,2013,Brasil,Português,Luiz Augusto Garcia da Silva
Mestrado,Um Algoritmo Eficiente para o Problema do Posicionamento Natural de Antenas,2014,Brasil,Português,Bruno Espinosa Crepaldi
Mestrado,Alinhamento de sequências restrito por expressão regular usando padrões PROSITE,2016,Brasil,Português,Lise Rommel Romero Navarrete
