NOME-COMPLETO,NOME-PARA-CITACAO,ORDEM-DE-INTEGRACAO,FLAG-RESPONSAVEL,NRO-ID-CNPQ,EQUIPE-DO-PROJETO_Id
"Rodrigo Lanna Franco da Silveira","SILVEIRA, R. L. F.;SILVEIRA, RODRIGO LANNA FRANCO DA;DA SILVEIRA, RODRIGO LANNA FRANCO;SILVEIRA, RODRIGO L. F.;DA SILVEIRA, RODRIGO LANNA F.;SILVEIRA, RODRIGO LANNA F. DA","1","NAO","7916021882928474",0
"Miguel Juan Bacic","BACIC, M. J.","2","NAO","8997803246951593",0
"Ana Lucia Gonçalves da Silva","Silva, Ana Lucia Gonçalves","3","SIM","",0
"Rodrigo Lanna Franco da Silveira","SILVEIRA, R. L. F.;SILVEIRA, RODRIGO LANNA FRANCO DA;DA SILVEIRA, RODRIGO LANNA FRANCO;SILVEIRA, RODRIGO L. F.;DA SILVEIRA, RODRIGO LANNA F.;SILVEIRA, RODRIGO LANNA F. DA","1","SIM","7916021882928474",1
"JOSÉ CESAR CRUZ JÚNIOR","JOSÉ CESAR CRUZ JÚNIOR","2","NAO","0086426315229286",1
"Maria Sylvia Macchione Saes","Saes, Maria Sylvia Macchione","3","NAO","1114037512202812",1
"Rodrigo Lanna Franco da Silveira","SILVEIRA, R. L. F.;SILVEIRA, RODRIGO LANNA FRANCO DA;DA SILVEIRA, RODRIGO LANNA FRANCO;SILVEIRA, RODRIGO L. F.;DA SILVEIRA, RODRIGO LANNA F.;SILVEIRA, RODRIGO LANNA F. DA","1","NAO","7916021882928474",2
"Rosangela Ballini","BALLINI, R.","2","SIM","1766558858445284",2
"Ana Rosa R. M. Sarti","SARTI, A. R. R. M.","3","NAO","",2
"Rodrigo Lanna Franco da Silveira","SILVEIRA, R. L. F.;SILVEIRA, RODRIGO LANNA FRANCO DA;DA SILVEIRA, RODRIGO LANNA FRANCO;SILVEIRA, RODRIGO L. F.;DA SILVEIRA, RODRIGO LANNA F.;SILVEIRA, RODRIGO LANNA F. DA","1","SIM","7916021882928474",3
"Fabio Mattos","MATTOS, F.","2","NAO","",3
