TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_CANDIDATO
Mestrado,Regulamentação Prudencial e a Estabilidade do Sistema Financeiro,2004,Brasil,Português,Dante Ricardo Chianamea
Mestrado,A Política Monetária no fio da navalha - Ameaças de um ciclo de ativos.,2006,Brasil,Português,Maurício Dias Leister
Mestrado,O Funcionamento do Regime de Metas de Inflação no Brasil,2006,Brasil,Português,Rodrigo Delgallo Hussne
Mestrado,Crises Cambiais X Fundamentos Macroeconômicos: A experiência Brasileira sob o regime de câmbio flutuante 1999-2002,2005,Brasil,Português,Andres Cristian Machuca Westphal
Mestrado,Regimes cambiais em países emergentes: o caso brasileiro recente 1994-2006,2007,Brasil,Português,Bruno Martarello de Conti
Mestrado,Basiléia II e países em desenvolvimento,2008,Brasil,Português,Jean Toledo de Freitas
Mestrado,Discricionariedade e mandatos de Bancos Centrais em contexto de desregulamentação financeira,2009,Brasil,Português,Olívia Maria Bullio Mattos
Mestrado,O FED antes da crise: análise das atas do FOMC e de falas de Greenspan e Bernanke,2011,Brasil,Português,Daniel Nicolau Ferrara
Mestrado,A hipótese de fragilidade financeira de Minsky e a regulação financeira nos mercados de balcão,2011,Brasil,Português,André Fernando Pegorer
Mestrado,Discricionariedade e mandatos de Bancos Centrais em contexto de desregulamentação financeira,2009,Brasil,Português,Olívia Maria Bullio Mattos
Mestrado,Avaliação de Modelos de Value-at-Risk para Ações,2005,Brasil,Português,Claudio Missaglia Alarcon
Mestrado,Crises Cambiais X Fundamentos Macroeconômicos: A experiência Brasileira sob o regime de câmbio flutuante 1999-2002,2005,Brasil,Português,Cristian Machuca Westphal
Mestrado,Regulamentação Prudencial e a Estabilidade do Sistema Financeiro,2004,Brasil,Português,Dante Ricardo Chianamea
Mestrado,Avaliação de Modelos de Value-at-Risk para Ações,2005,Brasil,Português,Claudio Missaglia Alarcon
